<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XXBTZUSD,60,20251113,190000,101390.1,101490.5,100591.7,100591.8,105.65941428
XXBTZUSD,60,20251113,200000,100591.8,100754,99575.4,99603.3,212.43505362
XXBTZUSD,60,20251113,210000,99603.3,99841.9,98130.1,98530.8,462.67977489
XXBTZUSD,60,20251113,220000,98530.8,99190.8,98302,98640.1,316.87985718
XXBTZUSD,60,20251113,230000,98640.1,98930.4,98000,98070,200.59729042
XXBTZUSD,60,20251114,000000,98080,98832.6,98000,98780.1,84.23601131
XXBTZUSD,60,20251114,010000,98780.1,99886,98700,99749.6,109.86693287
XXBTZUSD,60,20251114,020000,99749.6,100363.1,99580.3,99680.1,96.34785975
XXBTZUSD,60,20251114,030000,99680.1,99680.1,98690.4,98960.4,130.2080404
XXBTZUSD,60,20251114,040000,98960.4,99420.5,98702.2,99205.3,71.71564658
XXBTZUSD,60,20251114,050000,99205.3,99806.9,99204.6,99607.6,17.53416908
XXBTZUSD,60,20251114,060000,99607.6,99607.6,98806.4,99091.5,24.59226064
XXBTZUSD,60,20251114,070000,99091.5,99131.7,96532.9,97779.9,256.3164069
XXBTZUSD,60,20251114,080000,97780,97965,97000,97469.9,213.37705688
XXBTZUSD,60,20251114,090000,97470,97488,96000,97488,204.6398504
XXBTZUSD,60,20251114,100000,97488,97650,96800,97097.4,102.97906054
XXBTZUSD,60,20251114,110000,97097.5,97384.6,96801,97344.6,197.39392291
XXBTZUSD,60,20251114,120000,97344.6,97437.4,96605.1,96820.1,225.16716306
XXBTZUSD,60,20251114,130000,96820.1,97197.8,96655,96720,59.56469051
XXBTZUSD,60,20251114,140000,96720,96841.4,95716.8,96153.9,162.24961494
XXBTZUSD,60,20251114,150000,96153.9,96153.9,94506.6,95277.2,376.9797351
XXBTZUSD,60,20251114,160000,95277.2,95578.6,94558,95149.3,256.16772472
XXBTZUSD,60,20251114,170000,95149.3,96720.8,94910.1,96465.2,362.77711514
XXBTZUSD,60,20251114,180000,96465.2,97207.3,95788.1,96695.8,158.39299999
XXBTZUSD,60,20251114,190000,96695.8,97316.5,96224,96970.1,140.06879296
XXBTZUSD,60,20251114,200000,96970.1,97066,95596.7,95770,110.45253731
XXBTZUSD,60,20251114,210000,95770,96237.3,94886.7,94960,207.43981135
XXBTZUSD,60,20251114,220000,94960,95825.5,94755,95714.4,115.00856841
XXBTZUSD,60,20251114,230000,95714.4,95842.8,94165,94267.1,160.93240733
XXBTZUSD,60,20251115,000000,94267.1,95000,94220,95000,91.54786972
XXBTZUSD,60,20251115,010000,95000,95387.2,94650,95070.1,28.01004219
XXBTZUSD,60,20251115,020000,95108.6,95108.6,94000,94517.3,78.67519298
XXBTZUSD,60,20251115,030000,94500.1,95287,94478.5,95060,64.58490931
XXBTZUSD,60,20251115,040000,95060,95666,94685.3,95568.4,70.24923177
XXBTZUSD,60,20251115,050000,95559.4,96315.5,95359.8,96315.5,60.61303096
XXBTZUSD,60,20251115,060000,96315.5,96700,96119.2,96309.9,70.84575539
XXBTZUSD,60,20251115,070000,96310,96411.6,95923.3,96074.7,28.50261724
XXBTZUSD,60,20251115,080000,96074.7,96324.6,95950.2,96263.1,25.45813143
XXBTZUSD,60,20251115,090000,96263.1,96500,95923.8,96029.9,299.02726863
XXBTZUSD,60,20251115,100000,96030,96289.9,95901,96250,18.26167006
XXBTZUSD,60,20251115,110000,96250,96250,95600,95834.9,229.994576
XXBTZUSD,60,20251115,120000,95835,95990.3,95621.3,95780.1,55.76464841
XXBTZUSD,60,20251115,130000,95770.1,95950,95650,95900,23.56058605
XXBTZUSD,60,20251115,140000,95900,95900,95568.6,95575.5,13.92764335
XXBTZUSD,60,20251115,150000,95575.5,95793.2,95519.3,95728.8,23.40359441
XXBTZUSD,60,20251115,160000,95728.8,96292.4,95700,96287.7,33.68497778
XXBTZUSD,60,20251115,170000,96287.7,96402.5,96010,96196.7,25.66827415
XXBTZUSD,60,20251115,180000,96196.7,96343.4,96050.3,96216.1,46.36802672
XXBTZUSD,60,20251115,190000,96216.1,96233.4,95677.3,96074,108.07368955
XXBTZUSD,60,20251115,200000,96074.1,96269.3,95823.6,96166.6,49.47321365
XXBTZUSD,60,20251115,210000,96166.6,96245.1,95903.6,95985.1,14.71249365
XXBTZUSD,60,20251115,220000,95985.1,96075,95874.2,95939.8,18.40616031
XXBTZUSD,60,20251115,230000,95939.8,95939.8,95075.4,95223,32.46879736
XXBTZUSD,60,20251116,000000,95223.1,95597.4,95075.4,95180.1,19.06100616
XXBTZUSD,60,20251116,010000,95180.1,95594.9,95180,95551.6,20.7130343
XXBTZUSD,60,20251116,020000,95551.6,95627.1,95427.3,95537.9,15.53725811
XXBTZUSD,60,20251116,030000,95538,95599.9,95200,95380.1,23.5823026
XXBTZUSD,60,20251116,040000,95380.1,95420,94800,95240.1,32.55912434
XXBTZUSD,60,20251116,050000,95240.1,95888.8,95047.7,95888.8,20.83022666
XXBTZUSD,60,20251116,060000,95888.8,95900.3,95586.6,95766.5,8.55636689
XXBTZUSD,60,20251116,070000,95766.5,95820.1,95582.9,95750,4.15125088
XXBTZUSD,60,20251116,080000,95750,96052.9,95749.9,95865.1,17.31515726
XXBTZUSD,60,20251116,090000,95865.1,95913.3,95750,95750.1,11.88466595
XXBTZUSD,60,20251116,100000,95750.1,96000,95720,96000,4.37895255
XXBTZUSD,60,20251116,110000,96000,96107.7,95787.2,96052.9,31.67936081
XXBTZUSD,60,20251116,120000,96052.9,96486,95910,96486,46.02772186
XXBTZUSD,60,20251116,130000,96489,96498.8,96331.6,96375.2,37.74317594
XXBTZUSD,60,20251116,140000,96375.2,96375.2,95447.2,95550,45.24352963
XXBTZUSD,60,20251116,150000,95550,95820,95390,95643,151.36196343
XXBTZUSD,60,20251116,160000,95643,95780,95132.4,95396,40.09294773
XXBTZUSD,60,20251116,170000,95396,95575.1,95246.1,95483.3,15.85261329
XXBTZUSD,60,20251116,180000,95483.3,95483.3,94300.8,94430.1,84.6222399
XXBTZUSD,60,20251116,190000,94430.1,94863.1,94000,94154.7,149.00242075
XXBTZUSD,60,20251116,200000,94154.7,94470.8,93654.3,94290.1,108.84804826
XXBTZUSD,60,20251116,210000,94290.1,95494,93772.4,93950.3,102.00184525
XXBTZUSD,60,20251116,220000,93950.3,94518,93941.3,93962.4,80.23801677
XXBTZUSD,60,20251116,230000,93962.3,94640.1,93941.3,94065.4,54.07154623
XXBTZUSD,60,20251117,000000,94065.5,94137.3,93333,93402.9,84.14371935
XXBTZUSD,60,20251117,010000,93402.9,94415.5,92890.6,94110.3,146.36706632
XXBTZUSD,60,20251117,020000,94110.3,94400,92924.2,94190.1,63.48070681
XXBTZUSD,60,20251117,030000,94190.1,95300,93730.1,95230,128.86649787
XXBTZUSD,60,20251117,040000,95230,95427.5,94733.7,94742.2,78.09923455
XXBTZUSD,60,20251117,050000,94742.2,95280.9,94699.6,94912,17.11376121
XXBTZUSD,60,20251117,060000,94912,95476.7,94911.9,95399.9,60.68879082
XXBTZUSD,60,20251117,070000,95400,95424.8,94881.7,95042.5,20.13612701
XXBTZUSD,60,20251117,080000,95042.5,95187.2,94870.2,95090.1,68.80835477
XXBTZUSD,60,20251117,090000,95090.1,95208.4,94836.3,95205.3,43.99612942
XXBTZUSD,60,20251117,100000,95205.3,95770.8,95137.2,95620.1,51.53309025
XXBTZUSD,60,20251117,110000,95620.1,95888,95450,95543.8,26.68202953
XXBTZUSD,60,20251117,120000,95543.9,95748.7,95258.3,95603.5,53.67959885
XXBTZUSD,60,20251117,130000,95603.5,95817.1,95512.1,95570.1,98.63796499
XXBTZUSD,60,20251117,140000,95570.2,95800,95350,95479.9,31.56041265
XXBTZUSD,60,20251117,150000,95479.9,95479.9,95226.5,95226.7,39.80103922
XXBTZUSD,60,20251117,160000,95226.7,95245.6,93500,93810,126.38591722
XXBTZUSD,60,20251117,170000,93820,95865.8,93743.1,94671.5,219.7048028
XXBTZUSD,60,20251117,180000,94671.5,94926.8,93743.1,93826.3,151.83140691
XXBTZUSD,60,20251117,190000,93826.4,94330.9,93000,94210.1,136.12550937
XXBTZUSD,60,20251117,200000,94210.1,94319,92600,92690.1,160.39561584
XXBTZUSD,60,20251117,210000,92690.1,93077.4,92201.8,92460.1,320.22756826
XXBTZUSD,60,20251117,220000,92460.1,92500,91463.4,91549.8,313.58105774
XXBTZUSD,60,20251117,230000,91549.8,92103.3,91150,91860,406.75973152
XXBTZUSD,60,20251118,000000,91850,92125.2,91335.1,91830.3,329.7354899
XXBTZUSD,60,20251118,010000,91830.4,92281.4,91694.7,92149.1,118.76734789
XXBTZUSD,60,20251118,020000,92149.1,92160.1,91705.6,92101.3,108.50332231
XXBTZUSD,60,20251118,030000,92101.3,92220,91100,92054.4,97.23569877
XXBTZUSD,60,20251118,040000,92054.4,92055.5,91523.9,91655.6,111.45380304
XXBTZUSD,60,20251118,050000,91655.6,91655.6,90650,90740.1,154.64036926
XXBTZUSD,60,20251118,060000,90740.1,90800,89669,90743.9,366.07281439
XXBTZUSD,60,20251118,070000,90743.9,90743.9,89251.9,90002.1,254.85391243
XXBTZUSD,60,20251118,080000,90002.1,90315.8,89641,90125.4,63.71141259
XXBTZUSD,60,20251118,090000,90125.5,90125.5,89282,89538.6,59.91737524
XXBTZUSD,60,20251118,100000,89538.6,90400,89281.5,90380,76.7037386
XXBTZUSD,60,20251118,110000,90380,91289.5,90379.9,91126.8,80.7241705
XXBTZUSD,60,20251118,120000,91126.9,91329.3,90850,91329.3,166.45936108
XXBTZUSD,60,20251118,130000,91329.3,91602.2,91165.6,91485.9,167.52407766
XXBTZUSD,60,20251118,140000,91485.9,91488.9,91167.5,91410.1,46.78971984
XXBTZUSD,60,20251118,150000,91410.1,91744.6,91063.2,91339.2,99.45387643
XXBTZUSD,60,20251118,160000,91339.2,91500,90837.5,91390,100.18505169
XXBTZUSD,60,20251118,170000,91390.1,92331.5,91138.8,91307.6,162.67419715
XXBTZUSD,60,20251118,180000,91307.5,92900,90909.2,92873.7,278.13990503
XXBTZUSD,60,20251118,190000,92873.7,93747.3,92530.1,93439.9,282.14555928
XXBTZUSD,60,20251118,200000,93439.9,93596.6,92789,93186.3,75.653698
XXBTZUSD,60,20251118,210000,93186.3,93710.6,93144.4,93278.5,62.24836881
XXBTZUSD,60,20251118,220000,93278.5,93547.5,92965.7,93139.8,76.67760043
XXBTZUSD,60,20251118,230000,93139.9,93260,92596.4,92785.1,61.80048489
XXBTZUSD,60,20251119,000000,92785.1,92976.2,92424.1,92440,43.57836964
XXBTZUSD,60,20251119,010000,92440,93345.8,92439.9,93100,56.72218102
XXBTZUSD,60,20251119,020000,93100,93105.2,92702.2,92966.1,42.27094917
XXBTZUSD,60,20251119,030000,92966.1,92966.1,91858.3,92384.5,60.12574706
XXBTZUSD,60,20251119,040000,92384.6,92530.4,91912,92378.1,28.28497525
XXBTZUSD,60,20251119,050000,92378,92753.5,92204.7,92517.1,38.88433266
XXBTZUSD,60,20251119,060000,92517.1,92561.3,92443.3,92450,0.44402261
XXBTZUSD,60,20251119,070000,92440,92440.1,91383.2,91417.6,163.13604941
XXBTZUSD,60,20251119,080000,91844,91844.1,89781.9,90350,301.17253046
XXBTZUSD,60,20251119,090000,90350,91000.1,90224.2,90924.4,120.54526916
XXBTZUSD,60,20251119,100000,90924.4,91941.4,90897.3,91852.2,97.1747273
XXBTZUSD,60,20251119,110000,91852.2,91858,91318.4,91418,47.06875854
XXBTZUSD,60,20251119,120000,91415.9,91447.2,91040,91385.8,153.09666828
XXBTZUSD,60,20251119,130000,91385.8,91592.7,91172.1,91259.9,53.75542346
XXBTZUSD,60,20251119,140000,91260,91660.3,91251.8,91366,23.22726969
XXBTZUSD,60,20251119,150000,91366,91800,91207.9,91701,72.14709999
XXBTZUSD,60,20251119,160000,91701,91800,91192.7,91315.4,51.70055082
XXBTZUSD,60,20251119,170000,91315.4,91799.9,91000.9,91669.7,67.41475709
XXBTZUSD,60,20251119,180000,91669.7,92362.6,89795.3,89881.5,297.83167018
XXBTZUSD,60,20251119,190000,89881.5,90152.6,89400,89846.9,275.80370733
XXBTZUSD,60,20251119,200000,89846.8,90000,88888,89444.8,348.22318403
XXBTZUSD,60,20251119,210000,89444.8,89618.2,88700,89135.3,299.07687215
XXBTZUSD,60,20251119,220000,89135.3,89238.6,88570,88777.9,507.09761092
XXBTZUSD,60,20251119,230000,88777.9,89538.9,88547,89477.1,293.47439132
XXBTZUSD,60,20251120,000000,89429.4,90731.2,89350,90508.7,213.40872531
XXBTZUSD,60,20251120,010000,90508.8,90513.5,90023.7,90373.2,91.95419055
XXBTZUSD,60,20251120,020000,90373.2,91471.6,90373.2,91427.7,173.40160508
XXBTZUSD,60,20251120,030000,91427.7,92196.1,91116,91800.1,161.92481793
XXBTZUSD,60,20251120,040000,91800.1,92622,91800,92448.9,56.47027267
XXBTZUSD,60,20251120,050000,92448.9,92655.9,92239.1,92510.6,76.74830992
XXBTZUSD,60,20251120,060000,92510.7,92612.3,92336.7,92396.4,110.00376383
XXBTZUSD,60,20251120,070000,92396.4,92876.5,92099.7,92872.5,66.68808197
XXBTZUSD,60,20251120,080000,92872.5,93003.7,92500,92532.7,33.1248559
XXBTZUSD,60,20251120,090000,92532.7,92764.9,91614.9,91864.9,35.02704794
XXBTZUSD,60,20251120,100000,91865,92298.8,91738.6,92255.1,19.56408681
XXBTZUSD,60,20251120,110000,92255.1,92322.2,92000,92000.1,28.20566584
XXBTZUSD,60,20251120,120000,92000.1,92000.1,91406.2,91795,29.00177979
XXBTZUSD,60,20251120,130000,91795,91940,91528.8,91705,70.97593227
XXBTZUSD,60,20251120,140000,91705,91873,91406.1,91873,59.30904651
XXBTZUSD,60,20251120,150000,91873,91896.4,91604.4,91767.8,51.0535725
XXBTZUSD,60,20251120,160000,91767.8,92390,91435.5,91471.9,42.21391454
XXBTZUSD,60,20251120,170000,91471.9,91515.8,90377.5,91008.6,217.50347847
XXBTZUSD,60,20251120,180000,91008.7,91008.7,89755.1,89755.2,273.87029416
XXBTZUSD,60,20251120,190000,89755.2,89765,87396.9,87769.5,845.5303591
XXBTZUSD,60,20251120,200000,87786.9,88000,86262.1,87151.5,1228.48357911
XXBTZUSD,60,20251120,210000,87151.5,87685.4,86230,86438.3,422.84618947
XXBTZUSD,60,20251120,220000,86438.3,87042.4,86000,86801,289.32292131
XXBTZUSD,60,20251120,230000,86801,86994.8,86228.1,86300,613.04328449
XXBTZUSD,60,20251121,000000,86300,87533.6,86299.9,87199.9,111.19594112
XXBTZUSD,60,20251121,010000,87200,88121.3,87150,87975.8,91.56890659
XXBTZUSD,60,20251121,020000,87975.8,88055.1,86449.7,86503,208.5001113
XXBTZUSD,60,20251121,030000,86503,87331.7,86502.9,87120.6,157.55718893
XXBTZUSD,60,20251121,040000,87120.6,87300,86778.2,86993.2,76.48097823
XXBTZUSD,60,20251121,050000,86993.3,86993.3,85276.7,85399.9,216.51090795
XXBTZUSD,60,20251121,060000,85399.8,85999,85346.2,85777,139.22815095
XXBTZUSD,60,20251121,070000,85777.1,85980.1,85312.1,85942.4,91.12064909
XXBTZUSD,60,20251121,080000,85942.4,86238.4,85743,86047.9,64.60081554
XXBTZUSD,60,20251121,090000,86047.9,86142.2,85452.9,85500,63.11580869
XXBTZUSD,60,20251121,100000,85500,85643.5,81624,83929.4,993.21189358
XXBTZUSD,60,20251121,110000,83925.1,84568.3,83458,83549.6,427.58236543
XXBTZUSD,60,20251121,120000,83549.7,83850.8,81931.2,82099.1,511.4833352
XXBTZUSD,60,20251121,130000,82103.9,82809.3,81601.1,82624.9,342.58035337
XXBTZUSD,60,20251121,140000,82624.9,83214.6,82138.3,82214.4,142.88148827
XXBTZUSD,60,20251121,150000,82214.4,83499.2,80595.2,83167.3,574.26435058
XXBTZUSD,60,20251121,160000,83167.3,84292,83073,84055.9,261.22530148
XXBTZUSD,60,20251121,170000,84055.9,85346,83458.7,84800.1,429.58234297
XXBTZUSD,60,20251121,180000,84800.1,85011.5,82691.6,82836.6,449.58516979
XXBTZUSD,60,20251121,190000,82836.6,84814.8,82226.4,84814.7,267.39941873
XXBTZUSD,60,20251121,200000,84814.8,85500,84525.5,84820,377.87895488
XXBTZUSD,60,20251121,210000,84820.1,84943.6,83269.1,84517.2,470.71312075
XXBTZUSD,60,20251121,220000,84517.3,84934,84045.6,84165.1,126.70522616
XXBTZUSD,60,20251121,230000,84134.8,84547.8,83460,84525.5,131.71980806
XXBTZUSD,60,20251122,000000,84508.5,85300,84309.8,85127.6,131.03320345
XXBTZUSD,60,20251122,010000,85127.6,85300,84203.6,84241.1,51.94612882
XXBTZUSD,60,20251122,020000,84241.2,85240.5,84090,85069.4,100.66798693
XXBTZUSD,60,20251122,030000,85069.4,85555,84572.9,84687.5,154.38729577
XXBTZUSD,60,20251122,040000,84687.5,85087.2,84583.6,85042.3,110.01080233
XXBTZUSD,60,20251122,050000,85046.4,85092,84274.3,84426.4,26.9136351
XXBTZUSD,60,20251122,060000,84426.4,84541,84154.9,84404.4,52.5032618
XXBTZUSD,60,20251122,070000,84404.4,84470.3,83783.2,84176.5,222.1216545
XXBTZUSD,60,20251122,080000,84177.2,84256.7,83802,84236.5,53.18327917
XXBTZUSD,60,20251122,090000,84236.6,84675,84070.1,84600.1,87.98630605
XXBTZUSD,60,20251122,100000,84600.1,84600.1,84342.7,84525.4,11.76232613
XXBTZUSD,60,20251122,110000,84525.4,84525.4,83917,83961.6,97.2679517
XXBTZUSD,60,20251122,120000,83961.6,84282.9,83840.6,83840.6,102.94548054
XXBTZUSD,60,20251122,130000,83840.7,84155.3,83432.8,83689.5,194.63238323
XXBTZUSD,60,20251122,140000,83689.5,84269.6,83528.8,84046.8,37.70666031
XXBTZUSD,60,20251122,150000,84046.8,84046.8,83568,83844.6,84.57057877
XXBTZUSD,60,20251122,160000,83844.6,84072.3,83631.6,83912.8,59.63210582
XXBTZUSD,60,20251122,170000,83912.9,84666.4,83912.8,84431,27.10063888
XXBTZUSD,60,20251122,180000,84431,84472,83991.6,84242.5,27.16176399
XXBTZUSD,60,20251122,190000,84242.5,84826.9,84200,84677.8,38.47180939
XXBTZUSD,60,20251122,200000,84677.8,84677.8,84416.7,84564.9,46.31106426
XXBTZUSD,60,20251122,210000,84565,84626.6,84462,84580.1,24.22275164
XXBTZUSD,60,20251122,220000,84580.1,84745.3,84460.9,84555.8,41.06891539
XXBTZUSD,60,20251122,230000,84564.4,84743.8,84250,84413.6,21.04063132
XXBTZUSD,60,20251123,000000,84413.6,84439.9,84233.9,84363.1,17.42245305
XXBTZUSD,60,20251123,010000,84363.2,85189.3,84233.9,85046.2,39.94301245
XXBTZUSD,60,20251123,020000,85046.2,85100,84679.8,84679.9,17.39289258
XXBTZUSD,60,20251123,030000,84679.9,85209.8,84679.8,84878.9,29.11239065
XXBTZUSD,60,20251123,040000,84878.9,86052.1,84878.8,85802.9,135.9809156
XXBTZUSD,60,20251123,050000,85802.9,86248.8,85650,85971.2,233.12026406
XXBTZUSD,60,20251123,060000,85971.3,86248.8,85783.2,86248.8,27.63381573
XXBTZUSD,60,20251123,070000,86248.8,86763.6,86107.2,86532.5,67.59448009
XXBTZUSD,60,20251123,080000,86524.7,86524.7,86021.4,86295.8,23.60940972
XXBTZUSD,60,20251123,090000,86295.9,86457.9,85861,85861,45.53100447
XXBTZUSD,60,20251123,100000,85861.1,85861.1,85420,85735.5,30.37767875
XXBTZUSD,60,20251123,110000,85735.5,86104,85735.4,86104,23.4697092
XXBTZUSD,60,20251123,120000,86104,86409,86088.6,86354.5,37.68466965
XXBTZUSD,60,20251123,130000,86354.6,86354.6,86048.1,86048.2,56.21843937
XXBTZUSD,60,20251123,140000,86048.3,87478,85835.1,86241.3,146.54376871
XXBTZUSD,60,20251123,150000,86241.3,87027.8,86241.3,86491.6,142.09779789
XXBTZUSD,60,20251123,160000,86491.6,86886.2,86300.5,86882.1,27.33561145
XXBTZUSD,60,20251123,170000,86882.2,87151.7,86500,86536.7,69.7779779
XXBTZUSD,60,20251123,180000,86536.7,87151.5,86476.7,87049.2,36.21037167
XXBTZUSD,60,20251123,190000,87049.3,87431.4,86684.6,86684.6,62.35034819
XXBTZUSD,60,20251123,200000,86684.6,86873.3,86513.3,86699.5,31.46645933
XXBTZUSD,60,20251123,210000,86699.5,87196.9,86699.4,86962.5,28.79592509
XXBTZUSD,60,20251123,220000,86962.5,87594.2,86950,87300,79.38761281
XXBTZUSD,60,20251123,230000,87300.1,87648.9,87233.5,87472.4,236.10385354
XXBTZUSD,60,20251124,000000,87472.4,87969.5,87170.9,87958.9,113.39907504
XXBTZUSD,60,20251124,010000,87959,88061.8,87531.1,87967.8,54.27026732
XXBTZUSD,60,20251124,020000,87967.8,88000,86505.9,86777.4,334.85691253
XXBTZUSD,60,20251124,030000,86777.5,87159.9,85911.7,86703.7,304.3680897
XXBTZUSD,60,20251124,040000,86703.7,87007.6,86360.9,87007.6,115.21077647
XXBTZUSD,60,20251124,050000,87007.6,88000,87007.5,87450,67.32492825
XXBTZUSD,60,20251124,060000,87450,87730.9,87200,87433.6,43.65687985
XXBTZUSD,60,20251124,070000,87433.6,87508.4,86445.6,86699.3,60.89788213
XXBTZUSD,60,20251124,080000,86699.3,87750,86699.2,87435.8,56.64894467
XXBTZUSD,60,20251124,090000,87435.8,87444.2,86803,86869.4,26.02005904
XXBTZUSD,60,20251124,100000,86869.4,87248,86715.8,86997.2,22.30559512
XXBTZUSD,60,20251124,110000,86997.2,87000.1,86715.7,86932.5,44.51782274
XXBTZUSD,60,20251124,120000,86932.5,86932.5,85835.8,85915.8,75.16806258
XXBTZUSD,60,20251124,130000,85915.8,86100,85666.5,86040.9,51.84208461
XXBTZUSD,60,20251124,140000,86040.9,86349.8,85816.1,86217.2,25.35819649
XXBTZUSD,60,20251124,150000,86217.2,86217.2,85842.1,85973.5,32.7467035
XXBTZUSD,60,20251124,160000,85973.5,86487.1,85944.8,86090.7,40.22600666
XXBTZUSD,60,20251124,170000,86090.7,86587.1,85250,86042,161.48038587
XXBTZUSD,60,20251124,180000,86052.3,86650,85928.5,86562.6,90.90815864
XXBTZUSD,60,20251124,190000,86567.3,87625.7,86567.2,87212.2,161.73328623
XXBTZUSD,60,20251124,200000,87212.2,88400,86924.5,88343.4,219.80749411
XXBTZUSD,60,20251124,210000,88343.5,88699,88181.7,88698.4,266.19806569
XXBTZUSD,60,20251124,220000,88698.3,88800,88098.9,88310.2,115.11812085
XXBTZUSD,60,20251124,230000,88310.2,89200,88310.1,89137.6,91.65819351
XXBTZUSD,60,20251125,000000,89137.6,89137.6,88725.8,88783.3,84.47019951
XXBTZUSD,60,20251125,010000,88783.4,89043.7,88600,88646.6,47.81944977
XXBTZUSD,60,20251125,020000,88645.3,88645.3,88250,88275,53.03642049
XXBTZUSD,60,20251125,030000,88275,88275,87867.9,88072.5,64.17305441
XXBTZUSD,60,20251125,040000,88072.5,88155.5,87724,87741.6,46.35012312
XXBTZUSD,60,20251125,050000,87741.6,87926.6,87475.4,87886.3,31.89106804
XXBTZUSD,60,20251125,060000,87886.3,87966.1,87555.1,87735.1,17.17082195
XXBTZUSD,60,20251125,070000,87735.1,88432.1,87735,88339,54.89028356
XXBTZUSD,60,20251125,080000,88339,88339,87950.5,88075.1,40.64997579
XXBTZUSD,60,20251125,090000,88075.2,88115.4,87815.2,87991.2,29.93710668
XXBTZUSD,60,20251125,100000,87991.2,88031.2,87396.5,87396.6,115.60330355
XXBTZUSD,60,20251125,110000,87396.6,87580,87000,87000.2,159.41247728
XXBTZUSD,60,20251125,120000,87000.2,87195.7,86664.6,87195.7,95.70952501
XXBTZUSD,60,20251125,130000,87195.7,87400,86939.6,87400,33.24547123
XXBTZUSD,60,20251125,140000,87400,87505,87288.9,87336,47.31822708
XXBTZUSD,60,20251125,150000,87336,87723.8,87336,87506.9,26.15134279
XXBTZUSD,60,20251125,160000,87506.9,87651.7,86850,87040.3,62.79753375
XXBTZUSD,60,20251125,170000,87040.3,87247,86100,86747,133.64762905
XXBTZUSD,60,20251125,180000,86747,87252.3,86228.1,86934.8,99.66976188
XXBTZUSD,60,20251125,190000,86934.8,87245,86715.7,87094.1,94.74856975
XXBTZUSD,60,20251125,200000,87094.1,88080.3,87036.1,87601.1,151.66265636
XXBTZUSD,60,20251125,210000,87601.1,87760,87200,87200.1,86.5108667
XXBTZUSD,60,20251125,220000,87200.1,87252.6,86156.8,86861.5,83.18457258
XXBTZUSD,60,20251125,230000,86861.5,87394.7,86700,87394.7,44.24954004
XXBTZUSD,60,20251126,000000,87394.7,87394.7,87000,87000,30.84317673
XXBTZUSD,60,20251126,010000,87000.1,87636.2,86611.7,87636.1,36.19217462
XXBTZUSD,60,20251126,020000,87636.2,87800,87312.7,87326.3,47.22544425
XXBTZUSD,60,20251126,030000,87326.4,87685.6,87325,87532.5,20.13846148
XXBTZUSD,60,20251126,040000,87532.5,88194.1,87359.1,87883,66.87989946
XXBTZUSD,60,20251126,050000,87882.9,88014.8,87673.9,87673.9,21.61686444
XXBTZUSD,60,20251126,060000,87673.9,87819.5,87046.1,87089.2,52.91306958
XXBTZUSD,60,20251126,070000,87089.3,87288.5,86882.4,87202.5,45.48029837
XXBTZUSD,60,20251126,080000,87202.5,87657.3,87202.4,87464.8,22.78724169
XXBTZUSD,60,20251126,090000,87464.8,87804.7,87439.5,87769.4,22.58232795
XXBTZUSD,60,20251126,100000,87769.4,87900,87698,87900,34.93342523
XXBTZUSD,60,20251126,110000,87900,87900,87377.5,87394.8,12.77570048
XXBTZUSD,60,20251126,120000,87394.9,87394.9,86788.6,86788.7,31.22970455
XXBTZUSD,60,20251126,130000,86788.7,87006.7,86663.7,86941,19.60823979
XXBTZUSD,60,20251126,140000,86941.1,87069.8,86833.6,87069.7,12.48371668
XXBTZUSD,60,20251126,150000,87069.7,87091.6,86299.5,86637.1,78.86665314
XXBTZUSD,60,20251126,160000,86637.1,87080.7,86550,87080.7,58.86625242
XXBTZUSD,60,20251126,170000,87080.7,87604.7,86813.1,86843.7,78.11555059
XXBTZUSD,60,20251126,180000,86843.8,87299.8,86715.7,86895.4,97.71537349
XXBTZUSD,60,20251126,190000,86895.4,87892.2,86895.3,87800.4,168.21507925
XXBTZUSD,60,20251126,200000,87800.4,89949.2,87745.6,89863.5,390.29432441
XXBTZUSD,60,20251126,210000,89863.5,90400,89658.7,90135.5,325.98692338
XXBTZUSD,60,20251126,220000,90135.5,90152.4,89778.7,89988.2,65.60915118
XXBTZUSD,60,20251126,230000,89988.2,90045.3,89500,89900,99.22687491
XXBTZUSD,60,20251127,000000,89900,90415.1,89829.7,90182.1,104.18145993
XXBTZUSD,60,20251127,010000,90182.1,90600,90127.6,90365.8,101.95916767
XXBTZUSD,60,20251127,020000,90365.9,90565,90334,90535.7,49.1946046
XXBTZUSD,60,20251127,030000,90535.7,90535.7,90088.8,90448.9,37.26817707
XXBTZUSD,60,20251127,040000,90448.9,91118,90427.7,91118,74.96451745
XXBTZUSD,60,20251127,050000,91118,91874,90900,91337.4,302.50932687
XXBTZUSD,60,20251127,060000,91337.5,91588.1,91044.3,91133.2,98.28795664
XXBTZUSD,60,20251127,070000,91133.2,91329.6,91045.2,91270.3,25.06792903
XXBTZUSD,60,20251127,080000,91270.3,91542.6,90881.1,90967.3,53.0808282
XXBTZUSD,60,20251127,090000,90967.3,91377.2,90967.2,91265.1,30.43639065
XXBTZUSD,60,20251127,100000,91265.1,91443.1,91145.6,91407.1,69.42768563
XXBTZUSD,60,20251127,110000,91407.1,91500,91253.1,91500,91.06808196
XXBTZUSD,60,20251127,120000,91500,91878.9,91499.9,91526.9,23.75778493
